,Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
599,Lin Jianhua,,1.6,1.5,1.7,1.3,1.6,2.1,5.9,12.1,6.7
600,Zhu Yan,,,,,,,,,3.0,5.0
601,Zhao Yan,,,,2.1,1.1,,3.9,7.6,6.1,5.5
602,Russ Weiner,,2.1,3.4,4.0,4.4,4.1,4.0,3.7,4.1,4.6
603,Richard Livingstone,,,,,,,,,,
604,Ian Livingstone,,,,,,,,,,
605,Jon Stryker,1.6,2.0,1.9,2.5,2.9,3.4,2.7,4.1,4.2,4.3
606,Vladimir Kim,1.7,1.8,1.5,2.1,3.1,4.5,3.7,4.6,5.0,4.6
607,Herbert Wertheim,,,,,,2.4,2.4,3.7,4.0,4.3
608,Barry Sternlicht,,,,,,,3.0,3.7,4.3,4.6
609,Issad Rebrab,3.2,3.1,3.1,3.1,4.0,3.7,4.2,4.8,5.1,4.6
610,Timur Kulibaev,1.8,2.1,2.0,2.1,3.2,3.1,2.8,2.8,3.8,4.3
611,Dinara Kulibaeva,1.8,2.1,2.0,2.1,3.2,3.1,2.8,2.8,3.8,4.3
612,Yu Yong,,3.1,2.5,3.4,4.9,3.2,3.0,5.3,4.7,4.8
613,Theo Mueller,3.1,3.7,4.5,4.2,4.4,3.7,4.2,5.1,4.8,4.5
614,Jason Chang,2.6,3.2,2.4,2.9,2.9,2.5,2.5,5.0,4.6,4.7
615,John Sall,3.7,3.7,3.9,4.5,4.5,4.4,3.1,3.2,3.3,3.7
616,Ben Chestnut,,,,,,2.1,2.2,3.0,5.0,4.0
617,Dan Kurzius,,,,,,2.1,2.2,3.0,5.0,4.0
618,Nick Caporella,,,,2.3,3.7,2.9,1.9,4.4,3.4,4.1
619,Gwendolyn Sontheim Meyer,4.8,3.7,3.6,4.3,4.7,4.3,3.0,4.0,5.5,4.3
620,Christian Haub,,,,,,2.3,3.0,3.0,4.4,4.4
621,Miao Hangen,,,,,,,1.7,4.5,6.3,5.4
622,Patrick Drahi,6.3,16.0,5.9,13.0,7.1,7.7,7.1,11.8,6.6,4.3
623,Wei Fang,1.1,1.8,1.8,2.2,4.5,4.0,3.0,4.2,5.0,5.1
624,Hussain Sajwani,,,3.2,3.7,4.1,2.4,1.4,2.4,2.7,4.5
625,Joao Moreira Salles,2.9,2.1,2.8,3.2,5.0,3.1,1.9,2.3,1.8,4.1
626,Walther Moreira Salles Junior,2.9,2.1,2.8,3.2,5.0,3.1,1.9,2.3,1.8,4.1
627,Guenther Fielmann,3.7,4.4,5.3,5.3,6.3,5.1,4.1,6.0,4.7,3.9
628,Rajan Mittal,,,,,,,,,,
629,Rakesh Mittal,,,,,,,,,,
630,Joseph Liemandt,,,,,,3.0,3.0,3.0,3.0,4.5
631,Margot Birmingham Perot,,,,,,,4.0,4.1,4.3,4.4
632,Mikhail Shelkov,,,,,1.2,1.0,1.0,2.0,1.5,4.4
633,Mikhail Lomtadze,,,,,,,,3.2,1.9,3.7
634,Jeffrey Lurie,,1.1,1.8,1.8,2.0,2.1,2.7,3.0,3.5,4.4
635,Neal Blue,,,,,,,4.1,3.3,3.0,4.4
636,Peter Grogg,,,,,,1.5,1.8,3.0,5.3,4.4
637,Zhang Daocai,,,,1.1,1.9,1.5,2.4,4.4,3.2,4.0
638,Daniel Tsai,,3.0,2.4,3.1,3.2,2.5,2.4,3.4,4.9,4.3
639,Richard Li,1.9,4.5,4.6,4.4,4.4,4.6,4.4,4.5,4.7,4.6
640,Shari Arison,4.7,4.4,3.9,4.9,5.5,5.0,3.3,4.4,5.0,4.2
641,Peter Gilgan,1.4,1.5,1.6,2.0,3.8,2.9,1.8,3.7,3.2,3.3
642,Daryl Katz,3.3,3.3,3.2,2.9,3.1,3.1,3.2,3.6,4.5,4.3
643,Lin Bin,,1.4,1.1,,,3.6,3.5,8.7,5.1,4.2
644,Kerry Stokes,1.7,1.2,,1.8,3.1,3.1,2.0,4.3,4.2,4.1
645,Jay Paul,,1.5,2.2,2.5,2.6,3.3,2.1,3.4,3.3,4.3
646,Charles Dolan,3.7,4.3,5.0,4.6,4.9,5.5,4.6,6.1,5.4,4.6
647,Vyacheslav Kim,,,,,,,,3.3,2.0,3.6
648,Emanuele (Lino) Saputo,4.3,4.8,4.4,5.6,5.3,5.1,3.8,5.7,4.8,4.9
649,Kim Beom-su,,2.9,1.7,1.7,2.7,2.2,2.8,9.3,9.1,5.0
650,Djoko Susanto,,1.1,1.3,1.3,1.3,1.3,1.2,1.7,1.9,4.2
651,Ronald Lauder,3.7,3.9,3.5,3.2,4.0,3.9,4.0,5.5,5.0,4.6
652,Richard Tsai,,3.0,2.4,3.1,3.2,2.9,2.7,3.6,5.1,4.3
653,Li Gaiteng,,,,2.5,3.7,2.3,2.1,3.1,3.1,4.7
654,Juan Carlos Escotet,1.5,3.3,3.7,3.7,4.4,3.8,3.4,3.2,3.5,4.3
655,Jose E. Feliciano,,,,,,,2.1,3.0,3.4,4.3
656,Andrei Kozitsyn,1.9,2.0,2.4,4.3,4.8,4.4,4.8,6.3,1.9,4.3
657,Jean (Gigi) Pritzker,2.3,2.5,2.1,2.5,3.0,3.1,2.3,3.3,4.0,4.2
658,Min Kao,2.5,3.0,2.2,2.9,3.4,3.5,3.5,4.5,4.6,4.2
659,Frank Wang,,,3.6,3.6,3.2,5.4,4.8,4.8,4.8,4.3
660,Ibrahim Erdemoglu,,,,,,,,2.0,1.8,5.3
661,You Xiaoping,,1.0,,,1.3,1.1,1.7,6.3,5.2,4.5
662,Jerzy Starak,,,,,1.4,1.5,1.9,3.6,4.0,4.0
663,N.R. Narayana Murthy,1.7,2.1,1.9,1.8,2.1,2.4,1.9,3.5,4.4,4.5
664,Behdad Eghbali,,,,,,,2.0,3.0,3.4,4.3
665,Yang Huiyan,6.9,5.0,5.0,9.0,21.9,22.1,20.3,29.6,18.7,8.2
666,Marc Ladreit de Lacharriere,1.9,2.1,2.4,3.1,3.7,4.2,4.4,4.9,4.0,4.2
667,Pyotr Aven,6.1,5.1,4.6,4.6,5.1,5.2,4.6,5.3,4.3,4.2
668,Lynsi Snyder,,,,,1.2,3.0,3.6,3.6,4.2,4.2
669,Eric Lefkofsky,1.8,1.7,1.4,1.9,2.2,2.5,2.7,4.3,4.1,4.2
670,Chan Laiwa,6.0,6.1,5.2,5.6,6.8,5.8,5.8,5.8,5.1,4.2
671,Yitzhak Tshuva,3.1,3.6,2.7,3.7,3.7,3.9,3.2,2.7,3.8,3.7
672,W. Herbert Hunt,2.8,1.7,1.7,2.0,2.3,2.0,1.4,2.0,4.3,3.9
673,Jiang Weiping,,,2.1,2.1,3.8,1.8,2.2,2.3,6.4,5.5
674,Jeremy Jacobs Sr,3.1,3.6,3.7,4.3,4.6,4.1,3.2,2.5,2.9,4.1
675,Chen Hua,,,1.8,1.9,2.3,2.1,2.0,2.8,2.8,4.2
676,Rupert Johnson Jr,6.2,6.2,3.9,5.1,4.8,4.2,3.2,4.1,4.3,4.2
677,Yu Renrong,,,,,,,6.0,12.3,10.0,3.9
678,Giuseppe Crippa,,,,,,,,,3.2,3.5
679,Jim Davis,3.4,3.6,4.9,5.1,5.3,5.6,4.7,6.9,5.4,4.9
680,Jim Davis,,1.1,1.2,2.5,2.8,2.8,2.6,3.4,4.3,4.4
681,Pedro Moreira Salles,2.9,2.1,2.8,3.2,5.1,3.1,2.0,2.5,1.9,3.9
682,Fernando Roberto Moreira Salles,2.9,2.1,2.8,3.2,5.0,3.1,1.9,2.3,1.8,3.9
683,Gao Dekang,1.6,1.3,1.0,1.1,,1.9,2.2,3.8,4.3,5.2
684,Sanjiv Bajaj,,,,,,,,,,
685,Rajiv Bajaj,,,,,,,,,,
686,Gail Miller,,,1.4,1.8,1.2,1.4,1.7,2.4,3.2,4.0
687,Vinod Rai Gupta,,1.2,1.1,,2.2,2.8,2.1,4.0,3.8,4.0
688,Peter Spuhler,,2.2,1.1,2.0,2.3,2.3,1.3,2.2,4.2,4.1
689,Igor Kesaev,3.7,3.0,2.4,2.4,2.4,3.2,3.5,4.0,2.6,4.1
690,Ugur Sahin,,,,,,,,4.0,5.3,5.0
691,Samuel Yin,3.3,3.8,2.6,4.2,3.7,2.6,2.7,4.1,5.4,4.5
692,Mong-Koo Chung,6.8,5.7,4.3,4.9,4.9,4.3,2.5,6.0,4.2,3.9
693,Reed Hastings,,1.0,1.2,1.8,2.7,4.0,3.7,5.1,3.7,3.1
694,Jeff Skoll,3.8,3.9,3.9,4.3,4.8,4.7,4.6,6.0,4.8,4.2
695,Lim Hariyanto Wijaya Sarwono,1.0,,,,,,,1.1,1.1,4.9
696,Austen Cargill II,3.2,3.3,3.2,3.9,4.2,4.0,2.7,3.6,5.0,3.9
697,Marianne Liebmann,3.2,3.3,3.2,3.9,4.2,4.0,2.7,3.6,5.0,3.9
698,James Cargill II,3.2,3.3,3.2,3.9,4.2,4.0,2.7,3.6,5.0,3.9
699,Jeff T. Green,,,,,,1.1,,3.8,3.4,3.1
700,Ken Xie,,,,,,,1.3,4.2,5.7,4.1
701,Donald Sterling,1.9,2.9,3.1,3.5,3.5,3.6,3.6,3.8,3.9,4.1
702,Li Chunan,,,,,,,1.4,5.8,5.4,4.6
703,John Catsimatidis,3.0,3.1,3.4,3.3,3.1,3.1,3.3,2.8,3.7,4.1
704,Peter Gassner,,,,,,1.7,2.5,4.6,3.1,3.5
705,Tim Sweeney,,,,,,2.0,4.5,4.7,7.4,4.7
706,E. Joe Shoen,,1.1,1.1,2.5,2.7,2.7,2.4,3.5,4.1,4.2
707,Travis Kalanick,,5.3,6.2,6.3,4.8,5.8,2.6,2.8,2.8,4.0
708,Fan Hongwei,,,,,4.1,4.3,6.0,18.2,18.2,4.6
709,Jack Dorsey,2.2,2.7,1.0,1.3,3.1,5.1,2.6,12.5,6.1,4.6
710,Chandru Raheja,1.9,2.2,2.0,2.5,2.8,2.9,2.7,2.9,3.6,3.8
711,Tse Ping,,2.0,2.3,1.2,3.7,2.8,7.3,8.9,5.7,5.1
712,Leonid Boguslavsky,,,1.2,1.1,1.3,1.0,1.5,3.6,4.7,3.6
713,Yasumitsu Shigeta,2.6,2.0,2.0,2.7,4.1,4.7,4.0,4.9,3.2,3.8
714,Jason Jiang,,,5.4,4.0,6.4,3.4,2.7,6.2,4.3,3.7
715,Sudhir Mehta,,,,,,,1.7,2.9,3.1,3.2
716,Samir Mehta,,,,,,,1.7,2.9,3.1,3.2
717,Alessandra Garavoglia,,,,,,,2.0,3.5,3.1,3.4
718,Tom Morris,,1.7,2.4,2.0,3.1,2.9,1.8,3.0,2.8,3.7
719,Francesco Gaetano Caltagirone,1.5,2.1,1.6,1.9,2.6,2.5,1.8,3.4,3.9,3.8
720,Vivek Chaand Sehgal,1.0,2.8,2.1,3.7,6.0,3.4,1.7,3.5,2.6,3.5
721,Steven Spielberg,3.4,3.6,3.5,3.7,3.6,3.7,3.6,3.7,3.7,4.0
722,Marian Ilitch,3.5,4.8,4.8,6.0,5.2,4.1,3.8,3.7,4.4,4.3
723,Dewi Kam,,,,,,,,,,
724,Shaul Shani,1.3,3.0,3.2,3.3,3.4,3.5,3.8,3.8,4.1,4.0
725,Hubert Burda,2.5,2.7,2.2,1.6,3.8,3.9,,3.5,3.9,4.1
726,Giuseppe De'Longhi,2.2,2.9,3.4,3.8,4.3,3.8,3.0,5.2,4.4,3.9
727,Nusli Wadia,,,,3.5,6.2,7.0,5.1,3.8,3.3,3.9
728,Sid Bass,1.9,1.7,1.8,2.8,3.3,3.2,1.9,2.9,3.4,4.0
729,Samvel Karapetyan,4.3,4.0,3.1,3.4,3.7,3.7,2.5,3.3,1.1,2.7
730,Barry Diller,2.4,2.3,2.3,2.8,3.1,3.7,3.0,4.2,4.4,3.8
731,Torbjorn Tornqvist,2.6,2.0,1.8,2.1,2.6,2.3,1.8,1.8,1.8,4.0
732,Jiang Bin,3.7,3.3,3.3,3.2,3.2,1.7,3.2,6.2,6.9,4.5
733,John Henry,1.5,1.6,2.1,2.5,2.5,2.7,2.6,2.8,3.6,4.0
734,Tsai Hong-tu,2.0,2.3,1.6,2.6,2.9,2.9,2.6,3.2,5.1,3.9
735,Zarakh Iliev,3.6,4.3,3.2,3.0,3.3,3.5,2.7,3.4,1.3,2.9
736,God Nisanov,3.6,4.3,3.2,3.1,3.3,3.5,2.7,3.4,1.3,2.9
737,Julia Oetker,1.7,1.3,2.1,2.0,2.4,2.0,2.2,2.8,3.3,3.9
738,Carl Ferdinand Oetker,1.7,1.3,2.1,2.0,2.4,2.0,2.2,2.8,3.3,3.9
739,Alfred Oetker,1.7,1.3,2.1,2.0,2.4,2.0,2.2,2.8,3.3,3.9
740,Juergen Blickle,,1.9,2.2,3.6,4.7,3.0,2.8,6.0,6.4,3.9
741,Antti Herlin,3.3,3.6,3.5,3.5,4.2,4.1,4.4,6.5,4.3,4.1
742,Masahiro Noda,,,1.0,1.1,1.8,2.2,2.9,4.0,3.5,3.6
743,Claudio Del Vecchio,,,,,,,,,,
744,Rocco Basilico,,,,,,,,,,
745,Paola Del Vecchio,,,,,,,,,,
746,Clemente Del Vecchio,,,,,,,,,,
747,Leonardo Maria Del Vecchio,,,,,,,,,,
748,Luca Del Vecchio,,,,,,,,,,
749,Marisa Del Vecchio,,,,,,,,,,
750,Nicoletta Zampillo,,,,,,,,,,
751,James Irsay,1.6,1.8,2.3,2.5,2.7,2.7,3.0,3.0,3.5,3.9
752,Koon Poh Keong,,,,,2.4,1.7,1.3,4.0,5.2,4.0
753,Somurai Jaruphnit,,,,,,,,,,
754,Shigenobu Nagamori,2.5,3.3,2.2,3.6,5.6,4.1,3.6,8.7,5.4,3.7
755,Andrej Babis,2.4,2.5,2.5,3.4,4.6,3.5,3.2,3.5,4.4,4.1
756,Isaac Perlmutter,3.1,3.8,3.5,4.0,4.1,4.3,3.9,6.0,5.1,4.0
757,Qian Dongqi,,,,,,2.0,1.1,6.1,7.1,4.4
758,Cho Jung-ho,,,1.0,1.1,1.6,1.2,,1.3,2.7,3.4
759,Tsai Cheng-ta,1.8,2.1,1.4,2.3,2.7,2.8,2.5,3.2,5.0,3.8
760,Horst Paulmann,4.7,4.4,3.7,4.7,4.8,3.0,,3.3,3.3,3.7
761,Gabe Newell,1.2,1.3,2.2,4.1,5.5,3.9,3.5,4.1,3.9,3.9
762,Fu Liquan,3.3,2.2,2.2,2.5,4.8,2.6,3.0,4.2,3.4,3.3
763,Trevor Rees-Jones,4.5,4.3,5.2,5.3,4.8,4.3,3.7,4.0,4.5,3.8
764,H. Ross Perot Jr,1.8,1.8,1.5,1.6,2.1,2.3,2.0,2.7,3.2,3.8
765,Jeff Rothschild,1.2,1.4,1.8,2.3,2.9,2.7,2.4,3.7,2.8,2.7
766,Steven Udvar-Hazy,3.6,3.7,3.5,3.7,3.9,3.9,3.9,4.3,4.1,3.8
767,Brad Jacobs,,,,,2.3,1.7,1.5,2.9,3.7,3.7
768,Stephen Feinberg,,1.3,1.1,1.2,1.6,1.5,1.5,2.4,2.3,3.8
769,Donald Horton,,,,,,1.0,,2.4,2.5,2.9
770,Thomas Siebel,2.0,2.3,2.2,2.5,2.9,2.9,3.6,4.9,3.5,3.5
771,Lawrence Stroll,2.4,2.4,2.4,2.6,2.7,2.6,2.6,3.2,3.0,3.6
772,Ruan Hongliang,,,,,,,1.3,5.2,6.5,3.9
773,William Berkley,,1.1,1.1,1.6,1.6,1.8,2.6,2.5,3.7,3.7
774,Juan Roig,4.8,5.4,5.4,5.1,4.5,3.0,3.9,4.2,4.0,3.6
775,Gao Jifan,,,,,,,,2.4,8.7,6.3
776,Roger Penske,1.4,1.3,1.4,1.6,1.7,1.5,1.1,2.1,2.9,3.2
777,Ali Erdemoglu,,,,,,,,1.8,1.5,4.7
778,Pansy Ho,6.4,5.0,3.4,4.2,5.3,4.6,3.4,4.3,3.2,3.6
779,Anthony Pritzker,3.1,3.4,3.2,3.4,3.5,3.3,3.5,3.6,3.7,3.7
780,Zhu Baoguo,,,1.6,1.7,2.0,1.8,4.0,4.5,4.6,3.9
781,Samuel Tak Lee,3.0,2.9,3.1,3.0,4.1,3.9,3.6,3.6,4.1,3.6
782,"Robert ""Woody"" Johnson",,,,,,,,,,
783,Remo Ruffini,1.4,1.2,1.1,1.4,1.9,2.2,1.8,3.4,3.0,3.5
784,Walter P.J. Droege,,,6.4,7.6,10.3,10.2,13.0,4.0,4.3,3.5
785,Howard Schultz,2.1,2.5,2.9,3.0,2.7,3.5,3.0,4.9,4.0,3.7
786,Rufino Vigil Gonzalez,1.3,1.3,,2.0,1.4,1.3,1.2,1.7,3.0,4.0
787,Hong Jie,,,,,,,1.3,4.7,2.8,4.1
788,Margarita Louis-Dreyfus,8.1,8.4,6.8,5.3,5.4,5.7,3.9,3.4,3.8,3.5
789,Hayes Barnard,,,,,,,,,,
790,Dongsheng Chen,,,,2.1,3.8,4.1,4.8,4.9,3.3,3.9
791,Richard Schulze,2.1,2.9,2.4,3.2,4.0,3.7,3.4,4.7,4.3,3.7
792,Xue Min,,,,,,,,,,
793,Wim van der Leegte,,2.1,1.3,1.2,1.5,1.3,1.1,2.6,1.2,3.5
794,Daniel Och,3.9,3.8,2.6,3.2,3.2,3.5,3.1,3.6,4.0,3.7
795,Martha Ingram,3.9,4.1,3.9,4.2,5.0,5.0,4.4,3.5,4.2,3.8
796,Zhang Hejun,,,,,,,,,4.5,7.1
797,Bob Gaglardi,,,,,2.1,3.0,2.5,2.9,3.3,3.6
798,Elizabeth Uihlein,,,,,,,,,,
799,Richard Uihlein,,,,,,,,,,
800,Prasert Prasarttong-Osoth,1.8,2.8,2.8,2.8,3.0,3.3,2.4,3.1,3.4,3.5
801,Andre Koo Sr,,,,,1.3,1.7,1.5,3.3,4.7,4.6
802,Hilton Schlosberg,,1.4,1.3,1.5,2.0,1.9,1.9,2.8,2.4,3.2
803,Jerry Speyer,3.6,4.0,4.0,3.7,3.9,4.0,4.0,3.1,3.6,3.6
804,Masahiro Miki,2.8,3.3,3.5,3.6,3.8,3.6,3.2,3.9,3.0,3.6
805,Ajay Piramal,1.5,2.0,1.8,3.7,4.9,4.4,1.7,4.0,4.2,3.0
806,Mike Adenuga,4.6,4.2,10.0,5.8,5.3,9.2,5.6,6.1,7.3,6.1
807,Edwin Leong,2.4,2.9,3.9,3.3,3.5,4.1,4.5,4.3,4.4,3.6
808,Cliff Obrecht,,,,,,,,,6.5,3.6
809,Melanie Perkins,,,,,,,,,6.5,3.6
810,William Ackman,1.5,2.5,2.0,1.4,1.1,1.1,1.4,2.8,3.0,3.4
811,Josh Kushner,,,,,,,,,2.0,3.6
812,Kuldip Singh Dhingra,,,,,,,,,3.8,3.1
813,Gurbachan Singh Dhingra,,,,,,,,,3.8,3.1
814,Acharya Balkrishna,,,,2.5,6.3,4.9,1.1,2.2,1.9,3.4
815,Beatriz Davila de Santo Domingo,,,,,,,,3.9,3.5,3.6
816,Maurizio Billi,,1.1,,1.3,1.0,1.1,1.4,1.4,2.8,3.5
817,Xu Jinfu,,,,,,,,2.8,5.6,4.5
818,Takao Yasuda,1.4,1.8,1.3,1.5,2.2,2.5,2.9,4.3,2.7,3.3
819,J.B. Pritzker,3.1,3.4,3.2,3.4,3.5,3.2,3.4,3.5,3.6,3.6
820,Carl DeSantis,,,,,,,,1.2,1.0,1.7
821,Alan Howard,1.6,1.6,1.5,1.4,1.3,1.6,1.7,2.8,3.2,3.6
822,Tung Chee Chen,2.8,3.4,1.4,1.9,2.8,2.9,3.2,3.4,3.6,3.6
823,Ji Qi,,,,1.4,3.3,2.5,2.0,4.1,2.0,3.7
824,Zeng Fangqin,,,,,3.8,1.6,5.4,6.6,3.8,3.6
825,Stephen Mandel Jr,2.1,2.3,2.5,2.6,2.6,2.4,2.8,3.9,3.9,3.6
826,Hu Kaijun,1.1,1.3,1.6,1.5,2.0,1.4,1.4,3.6,3.6,4.3
827,Yang Shaopeng,,,,,1.2,1.2,1.3,3.6,4.8,3.5
828,Mohamed Mansour,3.1,4.0,2.5,2.7,2.7,2.3,3.3,2.5,2.5,3.6
829,Mary Alice Dorrance Malone,2.8,3.2,3.9,3.9,3.3,2.8,3.8,3.7,3.5,4.1
830,Peter Kellogg,3.1,3.3,2.8,3.5,3.6,3.4,2.7,3.6,3.6,3.6
831,Jim Coulter,2.1,2.2,2.1,2.1,2.2,2.2,2.6,2.3,2.6,3.6
832,Su Hua,,,,,,2.9,2.9,17.8,4.3,2.8
833,Dirk Rossmann,2.8,2.9,2.9,2.6,2.3,3.2,3.3,3.8,2.3,3.5
834,Michael Xie,,,,,,,,2.1,3.4,3.5
835,Barry Zekelman,,,,,,,2.2,2.3,3.3,3.5
836,Charles Zegar,1.3,1.4,1.5,1.9,2.0,2.2,2.1,2.6,3.0,3.4
837,Mikhail Gutseriev,3.3,2.4,5.9,6.3,4.8,3.7,2.1,2.5,1.3,3.5
838,Jane Lauder,1.2,1.4,1.1,1.6,2.5,3.2,3.3,6.0,5.5,5.0
839,Scott Shleifer,,,,,,,,,5.0,3.5
840,Hamilton James,1.6,1.9,1.4,1.6,1.8,1.5,1.4,1.9,2.9,3.2
841,Yakir Gabay,,,,1.7,3.1,3.7,3.2,4.4,4.2,3.7
842,Ira Rennert,6.0,6.1,3.6,4.1,3.8,3.8,3.0,4.0,3.7,3.5
843,Daniel Loeb,2.2,2.5,2.6,2.9,3.2,2.8,2.8,3.5,4.2,3.5
844,Richard LeFrak,6.1,6.4,5.9,6.5,5.6,6.0,2.8,3.3,3.7,3.7
845,J. Joe Ricketts,1.4,1.7,1.3,1.8,2.3,2.8,1.9,3.7,4.5,3.4
846,Wesley Edens,,,,,,,1.0,1.2,3.4,3.8
847,Zuowen Song,1.9,2.3,2.3,2.3,2.6,2.4,1.7,3.0,3.6,4.7
848,Willy Michel,,,1.2,2.0,1.8,1.4,1.4,1.9,2.5,2.5
849,James Clark,1.4,1.6,1.8,2.0,2.0,2.1,2.2,2.8,3.2,2.9
850,Wang Junlin,,,,,,,,6.3,4.8,3.6
851,Amos Hostetter Jr,3.0,3.1,3.0,3.2,3.3,3.3,3.5,3.8,3.7,3.4
852,Gil Shwed,1.8,2.2,2.2,2.8,2.6,3.1,2.3,3.0,3.5,3.3
853,Stephen Smith,,,,,1.1,1.4,1.3,2.6,2.8,3.3
854,Arkady Rotenberg,4.0,1.4,1.0,2.6,3.0,2.6,2.8,2.9,1.7,3.5
855,Karen Virginia Beckmann Legoretta,,,,,,,,,2.8,3.2
856,Herb Simon,2.1,2.9,2.8,2.8,3.0,3.4,2.5,3.1,3.5,3.4
857,Garrett Camp,,5.3,6.2,6.3,4.8,4.6,1.7,4.4,2.8,2.8
858,Daniel D'Aniello,3.1,2.9,2.3,2.5,2.8,2.7,2.9,3.8,4.2,3.5
859,Sandeep Engineer,,,,,,1.1,1.1,2.3,2.6,2.5
860,Wu Xiangdong,,,,,,,,,1.7,1.1
861,Vincent McMahon,1.2,,,1.3,1.7,3.2,1.8,2.1,2.2,2.7
862,Lee Boo-jin,1.3,2.2,1.9,1.6,2.0,1.8,1.2,1.8,4.1,3.2
863,Xia Zuoquan,,,,,1.1,,,3.0,3.5,3.6
864,Vikas Oberoi,,1.3,,1.5,2.1,1.9,1.8,2.1,3.2,2.9
865,Laurence Graff,4.8,5.0,4.6,4.6,5.6,5.5,5.3,4.1,3.4,3.4
866,Hans Peter Wild,3.1,3.0,4.7,2.6,3.3,3.0,2.9,3.3,3.5,3.4
867,Zhu Yi,,,,,,,,,,
868,Georg Nemetschek,,,,1.1,2.1,3.0,2.6,4.0,4.0,2.9
869,Pat Stryker,1.9,2.2,2.3,2.8,3.3,2.4,2.0,3.0,3.1,3.2
870,Liang Feng,,,,,1.1,1.3,1.6,2.5,5.2,3.2
871,Steven Klinsky,,,,,,,2.9,3.4,3.4,3.4
872,Leena Tewari,,,1.7,2.0,2.4,1.9,1.8,3.5,3.8,3.4
873,Antonio Del Valle Ruiz,5.0,3.7,2.6,3.0,3.4,3.2,1.6,3.1,3.5,3.2
874,Robert Sands,,,,,3.0,2.7,1.8,2.1,3.4,3.0
875,Bob Parsons,1.9,1.8,2.0,2.5,2.7,2.5,2.7,2.2,3.4,3.4
876,Walter Frey,1.3,1.5,1.3,1.3,,,,2.0,3.1,3.3
877,Joseph Grendys,1.1,1.9,1.9,2.2,2.9,2.5,2.2,2.3,3.2,3.8
878,Stewart Rahr,1.9,2.0,2.0,2.2,2.2,2.3,2.3,2.3,2.5,2.8
879,Ryan Cohen,,,,,,,,1.6,2.1,3.1
880,Neil Shen,,1.0,1.0,1.2,1.1,1.5,1.6,5.2,3.9,3.3
881,Phil Ruffin,2.5,2.0,2.4,2.5,2.7,2.7,2.5,2.1,2.0,3.3
882,John Middleton,,,2.7,2.8,3.0,3.1,3.3,3.4,3.4,3.4
883,Cheng Xue,,1.1,1.1,1.1,2.1,2.9,3.8,8.7,6.4,5.2
884,Eric Yuan,,,,,,,5.5,14.9,5.2,3.4
885,Bom Kim,,,,,,,1.0,1.0,3.1,2.3
886,Kwek Leng Beng,2.4,2.6,2.7,2.7,2.9,3.0,2.5,3.0,2.8,3.3
887,Karin Sartorius-Herbst,,,,,,,,2.4,2.5,3.5
888,Giuliana Benetton,2.9,2.9,2.8,2.7,3.5,2.6,2.0,3.2,2.7,3.2
889,Luciano Benetton,2.9,2.9,2.8,2.7,3.5,2.6,2.0,3.2,2.7,3.2
890,Brian Armstrong,,,,,,1.3,1.0,6.5,6.6,2.2
891,Harsh Mariwala,,1.4,1.5,1.8,2.1,2.3,1.6,2.5,3.1,3.0
892,Miguel Krigsner,2.7,2.3,1.6,1.2,1.5,1.2,3.4,2.2,3.3,3.1
893,Rodger Riney,,,,,3.6,3.4,3.6,3.6,3.6,3.3
894,Luciano Hang,,,,,,2.2,3.6,2.7,4.8,3.2
895,Rajiv Jain,,,,,,,,,,
896,Klaus-Peter Schulenberg,,1.5,1.7,1.8,2.5,2.2,1.9,3.3,3.1,3.2
897,Gregorio Perez Companc,1.5,1.6,1.5,1.5,1.8,1.6,1.7,2.4,2.8,2.9
898,Naguib Sawiris,2.8,3.1,3.0,3.9,4.0,2.9,3.0,3.2,3.4,3.3
899,Nicolas D'Ieteren,,,,,,,,,,
900,Jeffrey Talpins,,,,,,1.7,1.7,2.1,2.2,3.3
901,Renzo Rosso,3.3,3.2,3.2,3.0,4.1,2.5,2.5,3.3,3.5,3.1
902,Nik Storonsky,,,,,,,1.1,1.2,7.1,3.3
903,John Coates,,1.2,1.9,1.8,2.5,3.2,2.1,3.0,2.4,3.1
904,Abdulla bin Ahmad Al Ghurair,4.8,6.4,4.9,6.8,5.9,4.6,3.7,2.8,2.6,3.0
905,Vanich Chaiyawan,3.7,3.7,3.7,3.9,3.3,3.3,2.7,2.3,3.2,3.9
906,StÃ©phane Bancel,,,,,,,,4.3,4.6,4.4
907,John Arnold,2.9,2.6,2.5,3.0,3.3,3.3,3.3,3.3,3.3,3.3
908,Arvind Poddar,,,,,2.0,1.3,1.1,2.2,3.0,2.9
909,Ravi Modi,,,,,,,,,2.5,3.1
910,Vincent Viola,,1.7,1.9,2.0,2.9,2.7,2.0,3.7,4.2,3.2
911,Sunny Varkey,1.8,2.0,1.9,1.9,2.4,2.4,1.3,1.4,2.1,3.0
912,Shen Guojun,2.0,2.1,2.2,2.4,2.2,2.1,2.1,5.3,5.3,3.2
913,Udo Tschira,,,,,,,,,,
914,Harald Tschira,,,,,,,,,,
915,Carl Thoma,,,,,,,1.0,1.1,1.6,3.3
916,Isabella SerÃ gnoli,,,,,,,,,2.8,3.2
917,Ramon Ang,,,,1.4,2.5,2.9,1.4,2.2,2.0,3.4
918,Charles Edelstenne,,1.0,1.2,1.3,1.9,2.6,2.1,3.3,3.7,3.1
