,Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
909,John Arnold,2.9,2.6,2.5,3.0,3.3,3.3,3.3,3.3,3.3,3.3
910,David Rubenstein,3.1,2.9,2.2,2.5,2.8,2.7,2.8,3.7,4.0,3.2
911,Robert Sands,,,,,3.0,2.7,1.8,2.1,3.4,3.0
912,Lee Seo-hyun,1.2,2.1,1.7,1.5,1.9,1.7,1.1,1.7,3.5,2.9
913,Harald Tschira,,,,,,,,,,
914,Udo Tschira,,,,,,,,,,
915,Ravi Modi,,,,,,,,,2.5,3.1
916,Joseph Grendys,1.1,1.9,1.9,2.2,2.9,2.5,2.2,2.3,3.2,3.8
917,Isabella Seràgnoli,,,,,,,,,2.8,3.2
918,Markus Blocher,,,,1.1,1.3,,1.1,2.5,3.0,3.4
919,Sanjit Biswas,,,,,,,1.4,1.1,1.7,2.3
920,Carl Thoma,,,,,,,1.0,1.1,1.6,3.3
921,Igor Altushkin,1.7,1.6,1.4,2.0,3.4,4.3,3.1,7.0,1.8,3.4
922,Arnon Milchan,4.7,5.1,5.0,5.2,3.5,3.4,3.3,3.4,3.5,3.3
923,Zuowen Song,1.9,2.3,2.3,2.3,2.6,2.4,1.7,3.0,3.6,4.7
924,Huang Yi,1.3,,,1.2,2.0,1.6,2.5,4.8,5.0,3.6
925,Lynn Schusterman,4.5,3.7,3.4,3.1,3.2,3.2,3.4,3.4,3.5,3.2
926,Jose Joao Abdalla Filho,,,,,1.5,3.4,1.9,2.2,2.8,2.7
927,Shen Guojun,2.0,2.1,2.2,2.4,2.2,2.1,2.1,5.3,5.3,3.2
928,Neil Shen,,1.0,1.0,1.2,1.1,1.5,1.6,5.2,3.9,3.3
929,Paul Lee,,,,,,,1.7,4.0,8.6,4.0
930,Michael Hintze,1.8,1.9,1.8,2.1,2.4,2.6,2.9,2.3,3.2,3.2
931,Takao Yasuda,1.4,1.8,1.3,1.5,2.2,2.5,2.9,4.3,2.7,3.3
932,Shekhar Bajaj,,,,,,,,,,
933,Madhur Bajaj,,,,,,,,,,
934,Niraj Bajaj,,,,,,,,,,
935,Sergei Galitsky,10.3,8.3,5.7,6.8,4.0,3.5,3.4,3.5,3.2,3.2
936,Peggy Cherng,,,,,,,,,,
937,Andrew Cherng,,,,,,,,,,
938,Hong Jie,,,,,,,1.3,4.7,2.8,4.1
939,David Filo,2.9,3.4,2.1,3.4,5.3,4.8,2.1,3.5,3.6,3.2
940,Madhukar Parekh,,,,,,,2.0,2.4,3.1,2.8
941,Arvind Poddar,,,,,2.0,1.3,1.1,2.2,3.0,2.9
942,Susan Carol Holland,,,,,,,,,3.8,3.0
943,Penny Pritzker,2.3,2.5,2.3,2.5,2.8,2.6,2.5,3.1,3.2,3.1
944,Lindsay Fox,2.2,2.8,2.9,3.2,3.4,3.5,2.2,2.3,2.1,3.2
945,Martua Sitorus,1.7,1.7,1.1,1.5,1.4,1.7,1.8,2.0,2.9,3.0
946,Frank VanderSloot,,,,,2.7,4.2,3.5,3.4,2.9,3.1
947,Kwek Leng Beng,2.4,2.6,2.7,2.7,2.9,3.0,2.5,3.0,2.8,3.3
948,John Gandel,3.4,3.6,3.3,4.0,4.1,4.0,2.9,3.8,3.3,3.3
949,Dong Jinggui,,,,,,,,3.3,1.7,3.2
950,Wang Yanqing,,,,,1.7,2.0,2.3,4.2,5.1,3.7
951,Wang Yanqing,,,,,,,1.0,1.7,1.7,1.4
952,Wang Yanqing,,,,,1.7,2.0,2.3,4.2,5.1,3.7
953,Wang Yanqing,,,,,,,1.0,1.7,1.7,1.4
954,Steve Wynn,3.8,3.4,2.4,2.5,3.4,3.0,3.1,3.2,3.3,3.2
955,Warren Stephens,2.5,2.9,2.4,2.5,2.6,2.5,2.3,2.8,2.9,3.2
956,Aristotelis Mistakidis,2.5,2.1,,2.1,2.5,2.1,1.1,2.3,3.6,3.2
957,Ravi Pillai,1.8,2.4,2.9,3.5,3.9,3.9,2.5,2.5,2.6,3.2
958,Geoffrey Palmer,,,,,,,,,,
959,John Bicket,,,,,,,1.4,1.1,1.7,2.3
960,Patrick Lee,2.6,2.4,2.4,4.0,4.6,4.4,3.5,5.1,4.0,3.5
961,Yuzhu Shi,3.1,3.9,1.5,3.3,2.8,1.5,1.3,6.3,3.6,2.5
962,Ji Qi,,,,1.4,3.3,2.5,2.0,4.1,2.0,3.7
963,Maja Oeri,2.4,2.3,2.1,2.1,2.1,2.4,2.8,3.2,3.9,3.0
964,Klaus-Peter Schulenberg,,1.5,1.7,1.8,2.5,2.2,1.9,3.3,3.1,3.2
965,Huang Li,1.7,1.6,1.3,1.5,,1.3,3.1,6.1,4.4,3.7
966,Roman Trotsenko,,,,1.6,1.7,1.6,1.3,2.4,,3.2
967,Rita Tong Liu,,,,2.7,3.4,4.0,3.6,3.2,3.2,3.1
968,Jon Yarbrough,,1.7,1.6,1.8,2.0,2.2,2.2,2.9,3.1,3.2
969,Sandeep Engineer,,,,,,1.1,1.1,2.3,2.6,2.5
970,Jean Coutu,2.2,2.4,1.7,1.9,2.4,2.4,2.4,2.8,3.3,3.0
971,Rodney Sacks,,1.5,1.4,1.4,2.0,1.9,2.0,2.5,2.4,2.9
972,Harsh Mariwala,,1.4,1.5,1.8,2.1,2.3,1.6,2.5,3.1,3.0
973,Todd Wanek,,,,,,,1.1,3.7,3.4,3.3
974,Theodore Rachmat,1.9,1.9,1.4,1.9,1.7,1.7,1.2,1.7,3.3,3.1
975,Sergei Gordeev,,,,1.5,1.7,1.8,1.6,3.8,1.6,3.1
976,Edward DeBartolo Jr,2.8,3.5,3.3,2.9,2.7,2.9,1.6,2.3,2.7,3.0
977,Sheldon Lavin,,,,,,,,3.0,3.0,3.1
978,Martin Ebner,,,1.2,2.6,3.2,3.3,2.5,3.1,3.6,3.1
979,Or Wai Sheun,2.0,2.0,1.6,1.9,2.5,2.6,2.8,3.0,3.3,3.1
980,Friede Springer,4.2,4.0,3.4,3.9,5.6,3.9,4.5,3.0,3.5,3.1
981,Bertil Hult,4.0,5.0,4.0,4.0,4.5,6.0,5.0,4.2,4.2,3.1
982,Vincent Viola,,1.7,1.9,2.0,2.9,2.7,2.0,3.7,4.2,3.2
983,Meg Whitman,2.0,2.0,1.9,2.3,3.2,3.4,3.3,5.8,3.4,2.8
984,Isak Andic,5.7,4.8,3.4,2.2,1.2,1.6,1.0,2.0,2.6,2.9
985,Pablo Legorreta,,,,,,,,2.9,3.8,3.3
986,Xiao Yongming,,,,1.7,1.9,1.5,,,5.0,3.5
987,Farhad Moshiri,2.9,2.1,1.8,2.3,1.7,1.9,2.2,2.9,2.6,3.1
988,Sergei Popov,5.4,4.6,4.5,4.5,4.5,4.5,4.5,4.5,3.1,3.1
989,Jacques D'Amours,,1.3,1.3,1.6,1.6,1.8,1.5,2.1,2.5,2.9
990,Salil Singhal,,,,,,,1.2,2.2,2.4,2.7
991,Friedrich Knapp,,1.9,1.1,1.4,1.9,1.3,1.8,4.5,3.7,3.0
992,William Conway Jr,3.1,2.9,2.3,2.5,2.8,2.7,2.7,3.4,3.8,3.0
993,Daniel Mate,2.6,2.1,,2.1,2.6,2.1,1.2,2.3,3.6,3.1
994,Ron Burkle,2.7,2.6,1.5,1.5,2.0,1.5,1.4,1.5,2.1,3.2
995,Zhou Bajin,,,,,1.2,1.3,2.1,4.7,3.8,3.2
996,Carlos Hank Rhon,2.0,2.4,2.1,1.9,2.0,2.2,2.0,2.2,2.7,3.0
997,Mark Leonard,,,,,,1.1,1.1,2.1,2.5,2.6
998,Vladimir Litvinenko,,,,,,,,1.5,,3.1
999,Sunny Varkey,1.8,2.0,1.9,1.9,2.4,2.4,1.3,1.4,2.1,3.0
1000,Wu Xiangdong,,,,,,,,,1.7,1.1
1001,Jonathan Nelson,1.8,2.1,1.8,2.0,2.0,1.8,1.8,2.0,2.2,3.1
1002,Cho Tak Wong,1.2,1.5,1.5,1.8,2.5,2.2,2.0,4.1,3.6,3.1
1003,Egor Kulkov,,,,,,,,,2.0,3.0
1004,Stefan von Holtzbrinck,1.0,1.0,1.2,1.2,1.5,2.2,2.1,2.8,3.3,3.4
1005,Miguel Fluxa Rossello,,,2.0,3.3,4.4,3.7,1.2,1.6,3.6,2.7
1006,Nicolas Berggruen,2.0,1.5,1.5,1.8,1.8,1.6,1.5,1.7,2.9,3.0
1007,Zhou Jianping,,4.8,3.9,3.6,4.9,3.7,2.9,3.5,2.9,2.9
1008,Karen Virginia Beckmann Legoretta,,,,,,,,,2.8,3.2
1009,Wu Guanjiang,,,,,,1.5,1.8,5.1,4.1,3.4
1010,John Caudwell,2.8,2.6,2.4,2.2,2.6,2.4,2.5,3.1,3.1,2.9
1011,Bennett Dorrance,2.0,2.3,3.0,3.2,2.7,2.3,3.0,2.9,2.8,3.3
1012,Chen Kaixuan,,,,,,1.8,2.1,2.9,3.5,3.2
1013,Katharina Otto-Bernstein,,,,,3.8,3.4,2.0,4.1,3.8,3.1
1014,George Bishop,3.5,2.7,2.4,2.5,2.5,2.3,2.4,2.1,2.7,3.0
1015,Otto Happel,3.3,2.7,2.8,2.7,3.2,2.7,2.8,3.2,3.1,2.9
1016,Jean-Pierre Cayard,3.3,3.1,2.7,2.9,4.5,3.2,3.7,1.6,1.0,3.0
1017,Robert Friedland,,,,1.3,1.2,1.0,,1.7,2.2,2.7
1018,Dan Olsson,4.3,5.1,5.1,5.0,6.0,4.0,2.9,3.9,2.7,2.7
1019,Arun Bharat Ram,,,,,,,,1.8,3.3,3.2
1020,Norman Braman,1.9,1.9,1.8,1.7,2.5,2.4,2.4,2.8,2.6,3.0
1021,John Paulson,13.5,11.2,9.7,7.9,6.5,5.0,4.2,3.5,4.0,3.0
1022,Kuok Khoon Hong,2.3,2.3,2.2,2.4,2.1,2.4,2.1,3.8,3.5,3.1
1023,Su Hua,,,,,,2.9,2.9,17.8,4.3,2.8
1024,Carl DeSantis,,,,,,,,1.2,1.0,1.7
1025,Richard Branson,5.0,4.8,4.9,5.0,5.0,4.1,3.4,4.8,4.7,3.4
1026,Stephen Deckoff,,,,,,,,,,
1027,Smita Crishna-Godrej,,,2.2,2.5,2.9,2.7,1.9,2.4,2.5,2.8
1028,Adi Godrej,3.5,4.8,2.2,2.5,2.9,2.7,1.9,2.4,2.5,2.8
1029,Jamshyd Godrej,3.5,4.8,2.2,2.5,2.9,2.7,1.9,2.4,2.5,2.8
1030,Rishad Naoroji,1.8,2.4,2.2,2.5,2.9,2.7,1.9,2.4,2.5,2.8
1031,Lin Ming-hsiung,1.0,1.3,1.3,1.4,1.5,2.1,2.3,2.5,3.3,3.0
1032,Todd Christopher,,,,2.1,2.1,2.2,2.2,2.4,3.0,3.0
1033,Bom Kim,,,,,,,1.0,1.0,3.1,2.3
1034,Guanghe Qiu,2.7,3.6,3.4,3.3,3.6,3.6,2.8,4.0,3.4,3.0
1035,Fashu Chen,2.3,2.8,2.7,2.8,2.6,1.7,1.5,5.9,5.2,3.5
1036,Lei Zhang,,,,,,,,3.0,3.0,3.0
1037,Eva Maria Bucher-Haefner,2.7,2.7,2.3,2.5,2.3,2.5,2.6,2.8,3.0,3.0
1038,Senapathy Gopalakrishnan,1.5,1.9,1.6,1.6,1.8,2.2,1.8,3.3,4.1,3.2
1039,Wang Junshi,,,,,,,,1.9,5.1,4.3
1040,Daniel Sundheim,,,,,,,,2.5,3.2,2.9
1041,Lin Chen-hai,,,,,,2.2,1.6,2.1,2.8,2.5
1042,Ronald McAulay,,2.7,2.6,3.1,3.2,3.8,3.2,3.2,3.5,2.9
1043,Bernard Ecclestone,4.2,3.9,3.2,2.9,3.5,3.1,3.1,3.4,3.0,2.9
1044,Alexey Repik,,,,,2.1,2.1,2.1,2.6,1.4,2.9
1045,Erwin Franz Mueller,2.0,2.4,3.0,3.0,2.9,3.7,2.7,2.4,2.3,2.9
1046,Roy Carroll II,,,,,,,,,,
1047,Yuji Otsuka,,,,,,,,2.6,2.1,2.7
1048,Gudrun Heine,,,1.8,2.1,1.2,1.5,1.9,3.0,3.0,2.9
1049,Sybill Storz,,,1.8,2.1,1.2,1.5,1.9,3.0,3.0,2.9
1050,Evan Spiegel,,1.5,2.1,4.0,4.1,2.1,1.9,11.1,6.1,2.7
1051,Nadir Godrej,,,2.2,2.5,2.9,2.7,1.9,2.4,2.5,2.7
1052,Drayton McLane Jr,2.0,2.2,1.9,1.9,2.4,2.3,2.7,2.8,2.9,2.8
1053,Haim Saban,3.4,3.5,3.5,3.0,3.2,2.8,2.7,3.0,3.1,2.9
1054,Serge Godin,,1.2,1.2,1.5,1.7,1.9,1.4,2.2,2.3,2.5
1055,Bruce Flatt,,,,1.3,1.3,1.3,1.9,2.6,4.6,2.7
1056,Kamal Ghaffarian,,,,,,,,,,
1057,Kenneth Feld,1.8,1.8,1.8,2.5,2.5,2.4,2.0,2.0,2.3,2.9
1058,Rajan Raheja,,2.6,,2.6,3.1,2.3,,2.5,2.4,2.4
1059,Karthik Sarma,,,,,,,,,3.1,2.9
1060,Benjamin Otto,,,,,,,,2.9,2.9,2.8
1061,Leng Youbin,,,,,,,5.9,10.6,4.8,3.5
1062,Kentaro Ogawa,,,,1.0,1.2,1.4,1.2,1.6,1.5,1.9
1063,Lorenzo Fertitta,1.3,1.5,1.4,2.0,2.2,2.0,1.5,2.2,2.6,2.8
1064,Feng Hailiang,1.0,2.1,2.1,2.3,2.9,2.7,2.7,3.8,2.7,3.0
1065,Stewart Horejsi,1.1,1.4,1.2,1.6,1.8,1.9,1.5,2.3,2.9,2.6
1066,Alberto Bombassei,1.2,1.5,1.6,,,,,2.4,2.1,2.9
1067,Sebastian Piñera,2.4,2.5,2.5,2.7,2.8,2.8,2.6,2.9,2.8,2.9
1068,Sebastian Glaser,,,,,,,,2.4,1.6,2.8
1069,Hui Ka Yan,5.7,6.2,8.6,10.2,30.3,36.2,21.8,27.7,8.8,3.0
1070,Daniel Ek,,,,,,2.2,2.0,4.6,2.4,2.3
1071,William Wrigley Jr,2.5,2.6,2.5,2.8,2.8,2.8,3.0,3.3,3.5,2.9
1072,Guangming Wu,1.8,1.9,2.0,1.9,1.7,1.7,2.0,2.6,2.9,2.7
1073,Zhang Wenzhong,,,,,2.7,2.7,3.2,3.9,3.6,2.9
1074,Frank Fertitta III,1.3,1.5,1.4,2.0,2.2,2.0,1.5,2.2,2.6,2.7
1075,Yadu Hari Dalmia,,,,,,,,2.2,2.2,2.5
1076,Karsanbhai Patel,,,1.6,2.6,3.6,4.7,3.1,3.8,3.0,2.7
1077,Chan Tan Ching-fen,,,1.4,2.3,2.2,1.9,1.5,8.8,3.3,3.0
1078,Dmitry Mazepin,1.4,1.3,,,,,,,,2.8
1079,Willis Johnson,,,,,,,,1.8,1.9,2.2
1080,Kenneth Dart,,,,,,,,,3.6,3.9
1081,Gilles Martin,1.2,1.2,1.5,1.9,2.6,1.6,2.2,3.9,4.0,3.0
1082,Henri Beaufour,1.0,1.2,1.3,1.9,3.0,2.9,1.0,2.0,2.6,2.7
1083,Anne Beaufour,1.0,1.2,1.3,1.9,3.0,2.9,1.0,2.0,2.6,2.7
1084,Philip Niarchos,2.5,2.5,2.5,2.5,2.8,2.8,2.8,2.8,2.8,2.8
1085,William Lauder,,,1.2,1.1,1.8,1.9,2.2,4.1,3.7,3.4
1086,Maritsa Lazari,,,2.1,2.0,2.5,2.5,2.5,2.9,2.8,2.7
1087,Juan Abello,2.4,1.9,2.0,2.0,2.6,2.6,2.9,2.9,2.9,2.7
1088,Joy Alukkas,,,1.1,1.6,1.5,,,,1.9,2.8
1089,Gustavo Denegri,,1.1,1.3,1.6,2.3,2.6,3.1,5.1,3.7,3.2
1090,Sean Parker,2.6,2.5,2.4,2.6,2.6,2.6,2.7,2.7,2.8,2.8
1091,Steven Sarowitz,,,,,,1.3,1.3,2.6,2.8,2.6
1092,Eleanor Butt Crook,,,,,,,,,,
1093,Li Liangbin,,,,,1.4,,1.5,3.7,5.2,3.2
1094,Wu Shaoxun,,,,,7.0,2.5,2.2,3.5,3.6,3.2
1095,Phillip T. (Terry) Ragon,1.6,1.6,1.5,2.0,2.2,2.2,1.7,2.2,1.8,2.2
1096,Matthias Reinhart,,,1.5,1.7,1.8,1.5,1.6,2.5,2.6,2.4
1097,Tung Chee Hwa,,,1.1,1.5,2.2,2.3,2.5,2.6,2.8,2.8
1098,Karin Sartorius-Herbst,,,,,,,,2.4,2.5,3.5
1099,John Paul DeJoria,3.0,2.8,2.9,3.1,3.2,2.5,3.1,2.7,2.8,2.9
1100,Erik Selin,,,2.1,2.1,1.9,2.3,2.0,3.9,4.9,3.0
1101,Gustav Magnar Witzoe,,,1.1,1.6,1.9,3.0,2.3,4.4,4.5,2.7
1102,Eren Ozmen,,,,,1.5,1.2,1.4,1.2,2.6,2.5
1103,Riley Bechtel,3.9,3.9,2.7,3.1,3.4,2.7,1.9,2.9,2.9,2.5
1104,Catheline Perier D'Ieteren,,,,,,,,,,
1105,Maria Del Pino,1.5,1.5,1.2,1.1,1.4,1.5,1.8,2.3,2.5,2.6
1106,Hiroshi Mikitani,9.3,8.7,5.6,5.8,5.5,4.8,4.5,6.7,5.1,3.4
1107,Wayne Rothbaum,,,,,,,,,,
1108,Thomas Tull,,,1.1,1.1,1.2,1.2,1.2,1.2,2.3,2.7
1109,Choo Chong Ngen,1.1,1.3,1.3,1.9,2.1,2.6,2.5,2.6,2.4,2.8
1110,Yin Yee Lee,,,,,1.5,1.4,1.8,4.3,4.2,3.1
1111,Sukanto Tanoto,2.1,1.8,1.3,1.5,1.1,1.3,1.2,1.4,2.1,3.0
1112,Stewart Rahr,1.9,2.0,2.0,2.2,2.2,2.3,2.3,2.3,2.5,2.8
1113,Roger Wang,,,,,,,,3.7,3.6,2.5
1114,Glenn Dubin,1.8,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.7
1115,Bobby Murphy,,1.5,1.8,4.0,4.2,2.1,1.9,11.9,6.3,2.5
1116,Jack Cowin,,1.2,1.4,1.7,1.8,1.8,1.6,3.2,3.2,2.7
1117,Denis O'Brien,6.0,6.8,5.7,4.7,4.6,4.0,2.9,4.6,3.8,2.7
1118,Fan Daidi,,,,,,,,,,
1119,Catherine Lozick,2.0,1.8,1.7,1.8,2.1,1.7,1.6,1.6,1.6,2.4
1120,Lee Yeow Chor,,,,,,,,,,
1121,Zhang Jian,,,,,,,,,1.6,3.6
1122,Frank Laukien,,,,,1.1,1.2,1.3,2.1,2.3,2.7
1123,Harindarpal Banga,1.0,,,1.0,1.2,1.2,1.5,1.5,2.6,2.7
1124,David Baszucki,,,,,,,,2.8,2.5,2.6
1125,Li Zhongchu,1.9,3.3,2.5,2.0,2.4,2.5,2.7,3.1,2.9,2.7
1126,Qiu Jianping,,1.5,,2.4,1.9,1.5,1.4,3.8,2.3,2.4
1127,Alexander Skorobogatko,2.3,2.4,2.3,3.0,3.4,3.2,3.3,2.9,2.0,2.7
1128,Bill Alfond,,,1.1,1.4,1.5,1.6,1.4,2.3,2.8,2.5
1129,Susan Alfond,,,1.1,1.4,1.5,1.6,1.4,2.3,2.8,2.5
1130,Ted Alfond,,,1.1,1.4,1.5,1.6,1.4,2.3,2.8,2.5
1131,Ranjan Pai,1.4,1.7,1.7,1.7,1.9,1.9,1.5,1.3,1.4,2.8
1132,Sergio Mantegazza,4.7,2.9,2.7,3.1,2.9,2.5,2.5,2.7,2.8,2.6
1133,Hu Baifan,,,,1.1,2.3,1.7,2.6,4.5,4.8,3.2
1134,Timm Oberwelland,,,,,,,,,,
1135,Hans Langer,,,,,,2.6,2.9,2.5,2.4,2.7
1136,Glen Taylor,1.8,2.4,1.8,1.9,2.6,2.8,2.9,2.9,2.5,2.7
1137,Taha Mikati,3.1,3.3,2.5,2.6,2.8,2.5,2.2,2.5,3.2,2.8
1138,Vivek Jain,,,,,,,,,2.7,3.0
1139,Andrei Bokarev,1.5,,,1.7,2.0,1.5,1.7,2.5,1.2,2.7
1140,Zhu Gongshan,2.1,1.5,3.3,2.3,2.1,1.8,1.5,3.8,3.9,3.0
1141,Mang Yee Chu,1.3,1.1,1.1,2.3,4.4,3.5,3.3,6.5,4.7,3.0
1142,Cao Longxiang,,1.8,1.8,2.7,3.6,3.2,2.0,2.3,2.9,2.9
1143,Akira Mori,4.2,3.7,4.9,4.4,6.3,4.7,3.4,4.0,3.7,2.8
1144,Najib Mikati,3.1,3.3,2.5,2.6,2.7,2.5,2.1,2.5,3.2,2.8
1145,Justin Ishbia,,,,,,,,3.0,1.5,2.3
1146,Stephen Rubin,,3.0,1.7,1.8,1.9,1.8,1.1,3.3,,3.0
1147,Alceu Elias Feldmann,,,,,,2.2,2.1,5.4,2.6,2.5
1148,Julia Thiele-Schuerhoff,,,,,,,,3.5,3.6,2.6
1149,Maggie Hardy Knox,,1.2,1.8,1.3,,,1.4,2.9,1.4,2.7
1150,Maren Otto,,,,,3.5,3.2,1.7,3.8,3.5,2.8
1151,Sun Shoukuan,,1.5,1.2,1.1,1.8,2.6,2.5,2.7,2.8,2.8
1152,Bulat Utemuratov,2.2,2.6,2.3,2.3,2.6,3.4,2.7,3.4,2.8,2.7
1153,J. Hyatt Brown,,,,,1.1,1.2,1.6,2.0,2.6,2.2
1154,Anna Katharina Viessmann,,,,,,,1.3,2.2,2.8,2.6
1155,J. Tomilson Hill,,1.2,1.1,1.2,1.4,1.4,1.6,2.0,2.8,2.5
1156,Arnout Schuijff,,,,,,1.4,1.4,3.5,2.9,2.4
1157,Kang An,1.0,1.2,1.3,1.8,1.8,2.2,3.9,5.4,3.3,2.8
1158,Raj Sardana,,,,,,,,,,
1159,Yvonne Bauer,3.5,2.8,2.6,2.8,3.2,2.9,2.3,2.4,2.7,2.6
1160,Fatih Ozmen,,,,,1.5,1.2,1.4,1.2,2.5,2.4
1161,Dmitry Kamenshchik,1.4,3.8,2.9,3.6,3.5,2.8,2.1,1.8,1.7,2.6
1162,Hans Georg Naeder,,2.0,2.1,2.2,3.2,3.6,3.2,3.8,2.6,2.6
1163,Nithin Kamath,,,,,,,,,,
1164,Deng Wen,,,,,,,1.6,3.4,2.9,3.1
1165,Nandan Nilekani,1.4,1.8,1.6,1.6,1.9,2.1,1.4,2.5,3.4,2.8
1166,Cheng Yixiao,,,,,,2.2,2.2,14.1,3.4,2.5
1167,Alicia Koplowitz,2.1,2.3,2.2,2.5,2.9,2.3,2.4,2.8,2.7,2.6
1168,Vivek Chand Burman,,1.6,1.4,1.6,2.0,2.3,2.3,2.8,2.7,2.5
1169,Aneel Bhusri,1.3,1.3,,1.3,1.6,2.4,1.7,2.8,2.7,2.2
1170,James Packer,6.5,5.2,3.5,3.0,4.1,3.6,2.3,3.2,3.8,2.6
1171,Stefan Wirtgen,,,,,,,,,,
1172,Jurgen Wirtgen,,,,,,,,,,
1173,Bernard Fraisse,,1.9,3.0,2.3,2.3,2.1,1.6,2.1,2.4,2.4
1174,Alexander Frolov,1.5,1.8,1.5,1.8,2.2,2.7,2.4,3.4,2.3,2.7
1175,Falguni Nayar,,,,,,,,,4.5,2.6
1176,Gu Yuhua,,,,1.9,2.7,2.0,1.8,3.1,3.5,2.9
1177,Chris Larsen,,,,,4.6,1.9,2.6,3.4,4.3,2.2
1178,John Dorrance III,2.5,2.6,2.7,2.7,2.8,2.6,2.6,2.6,2.7,2.6
1179,Chad Richison,,,,,,1.5,1.6,2.9,2.5,2.2
1180,Richard Peery,2.2,2.3,2.2,2.5,2.5,2.8,2.4,2.7,2.8,2.7
1181,Angela Leong,2.8,1.7,1.4,4.1,3.7,4.1,3.0,3.4,2.8,2.7
1182,Harsh Goenka,,1.3,1.3,1.7,2.3,1.8,1.5,2.3,2.1,2.1
1183,Lin Xiucheng,1.7,1.8,2.4,3.3,5.4,2.0,3.3,5.0,4.6,3.0
1184,Richard Chandler,2.8,3.0,2.7,1.9,2.1,3.1,2.9,2.4,2.3,2.6
1185,Mohed Altrad,,1.0,1.0,1.6,2.7,2.7,3.3,3.4,3.4,3.3
1186,Jonathan Kwok,,,,,,2.5,2.0,2.4,2.2,2.7
1187,Geoffrey Kwok,,,,,,2.9,2.5,3.0,2.8,2.7
1188,Ben Ashkenazy,,,,,4.0,4.0,3.5,2.9,2.7,2.6
1189,Chenghai Ye,2.7,3.0,3.0,3.2,4.5,2.6,2.3,4.3,3.4,2.8
1190,Kei Hoi Pang,,1.4,1.3,2.0,5.6,6.6,6.5,7.8,3.2,2.7
1191,Lu Weiding,,,,,1.0,2.0,,1.1,3.1,2.6
1192,Aerin Lauder,1.1,1.4,2.1,1.6,2.5,2.5,2.1,3.8,3.5,3.1
1193,Du Jiangtao,1.3,1.6,1.9,2.2,2.5,1.3,,4.0,3.5,2.8
1194,C. Dean Metropoulos,1.3,2.2,2.4,2.4,2.5,2.4,2.4,2.6,2.7,2.6
1195,Lachhman Das Mittal,1.1,1.5,1.7,1.4,2.0,1.9,1.3,1.9,2.5,2.5
1196,Paolo Rocca,,,,,,,,,,
1197,Gianfelice Rocca,,,,,,,,,,
1198,Fernando Chico Pardo,,,,,,1.5,,1.4,1.9,2.6
1199,Liu Xiaodong,,,1.7,1.2,,,1.2,3.5,2.5,2.9
1200,Ray Davis,1.6,3.1,1.7,2.7,2.7,2.4,1.7,2.1,2.3,2.6
1201,Tench Coxe,,,,,,,,,1.8,1.6
1202,Zhu Xingming,,,,,1.0,,,3.0,2.6,2.8
1203,Alberto Siccardi,,,,,,,1.3,2.2,2.4,2.3
1204,Prathap Reddy,,,,,,,,1.5,2.5,2.2
1205,Michael S. Smith,,,,,,,,1.1,1.1,2.6
1206,Henry Laufer,,,,,2.0,2.0,2.1,2.1,2.0,2.6
1207,Chen Shibin,,,,,,,,,1.6,3.3
1208,Felix Baker,,,,,,,1.4,1.9,2.8,2.6
1209,Alexander Ponomarenko,2.3,2.4,2.3,3.0,3.4,3.2,3.3,2.9,1.9,2.6
1210,Bruce Cheng,1.3,1.6,1.0,1.4,1.3,1.1,,2.2,2.1,2.1
1211,Peter Hargreaves,3.8,2.8,2.9,2.8,3.9,3.6,3.1,4.2,3.1,2.4
1212,Semahat Sevim Arsel,2.2,2.6,2.2,2.4,2.6,2.0,1.6,2.3,1.6,3.0
1213,Kevin David Lehmann,,,,,,,,3.3,2.4,2.3
1214,Dieter Schnabel,4.5,1.7,2.5,1.7,1.3,1.3,1.0,2.1,1.7,2.6
1215,Christian Latouche,,,,1.6,2.1,2.1,2.1,1.5,2.2,2.1
1216,Nicholas Pritzker,1.4,1.5,1.4,1.4,1.5,2.0,1.9,1.7,2.8,2.6
1217,Miriam Baumann-Blocher,1.1,1.3,1.3,2.1,1.9,1.6,1.9,2.7,2.9,2.6
1218,Tomas Olivo Lopez,,,,,2.2,2.4,1.8,1.6,1.6,2.5
1219,Julian Baker,,,,,,,1.4,1.9,2.8,2.6
1220,Venu Srinivasan,,,,,,,,,1.1,2.1
1221,Bang Si-hyuk,,,,,,,,2.3,2.9,1.7
1222,Xicheng Wang,,1.3,,2.7,2.0,1.6,2.1,4.8,2.8,2.3
1223,Brad Kelley,2.0,2.1,2.2,2.2,2.3,2.3,2.4,2.6,2.7,2.5
1224,Yonghong Shi,,,,,,2.0,3.3,6.8,3.7,3.0
1225,Joesley Batista,,,,,,1.3,2.1,2.9,4.3,2.6
1226,Wesley Batista,,,,,,1.3,2.1,2.9,4.3,2.6
1227,Henry Davis,,,,,1.0,1.3,1.1,1.1,2.3,2.5
1228,Lottie Tham,4.8,4.3,3.6,3.2,2.5,2.2,1.8,3.3,2.4,2.2
1229,Donald Trump,3.9,4.1,4.5,3.5,3.1,3.1,2.1,2.4,3.0,2.5
1230,Thor Bjorgolfsson,,1.3,1.6,1.8,2.0,2.1,2.0,2.2,2.5,2.5
